schrank,der,closet 
schränke,der,cabinets 
schrift,die,font 
schritt,der,step 
schritte,der,steps 
schuh,der,shoe 
schuhe,der,Shoes 
schule,die,school 
schulen,die,schools 
schüler,der,student 
schülerin,die,pupil 
schülerinnen,die,students 
schulter,die,shoulder 
schultern,die,Shoulders 
schüssel,die,bowl 
schüsseln,die,bowl 
schutz,der,protection 
schweden,der,Sweden 
schwein,das,pig 
schweine,das,pig 
schweiz,die,Switzerland 
schweizer,der,Swiss 
schwester,die,sister 
schwestern,die,sister 
schwimmbad,das,swimming pool 
see,die,see 
seele,die,soul 
seelen,die,soul 
sehenswürdigkeiten,die,Tourist Attractions 
seife,die,Soap 
seite,die,page 
seiten,die,pages 
sekunde,die,second 
sekunden,die,seconds 
seminar,das,seminar 
seminare,das,seminars 
sender,der,Sender 
sendung,die,broadcast 
sendungen,die,broadcasts 
senf,der,mustard 
senior,der,senior 
senioren,der,senior citizens 
september,der,september 
serie,die,series 
serien,die,The series 
service,der,service 
sicherheit,die,security 
sicht,die,view 
sieg,der,victory 
silber,das,silver 
sinn,der,his 
sinne,der,senses 
situation,die,situation 
sitz,der,Seat 
ski,der,ski 
sofa,das,sofa 
sofas,das,sofas 
sohn,der,son 
söhne,der,sons 
sommer,der,summer 
sonderangebot,das,special offer 
sonderangebote,das,special offers 
sonne,die,Sun 
sonntag,der,Sunday 
sonntage,der,Sundays 
spalte,die,column 
spanien,das,Spain 
spargel,der,asparagus 
spaß,der,fun 
speisekarte,die,Menu 
spezialität,die,specialty 
spezialitäten,die,specialties 
spiegel,der,mirror 
spiel,das,game 
spieler,der,player 
spielzeug,das,toy 
spinnen,die,be crazy 
spiritualität,die,spirituality 
sport,der,sport 
sprache,die,language 
sprachen,die,languages 
staat,der,state 
stadt,die,city 
städte,die,cities 
stadtplan,der,map 
stadtpläne,der,town plans 
stahl,der,steel 
standard,der,standard 
standards,der,standards 
standort,der,Location 
standorte,der,Locations 
start,der,start 
statistik,die,Statistics 
statistiken,die,statistics 
steckdose,die,socket 
steckdosen,die,sockets 
stein,der,stone 
steine,der,stone 
stellenangebot,das,job offer 
stellenangebote,das,Job offers 
stern,der,stern 
sterne,der,Stars 
steuer,die,tax 
steuern,die,Taxes 
stift,der,pen 
stifte,der,pencils 
stiften,der,paste 
stil,der,style 
stimme,die,voice 
stimmen,die,voices 
stirn,die,forehead 
strahlung,die,radiation 
strand,der,Beach 
strände,der,beaches 
straße,die,road 
strategie,die,strategy 
strecke,die,route 
strecken,die,stretch 
streifen,die,strip 
strom,der,electricity 
struktur,die,structure 
strukturen,die,structures 
stück,das,piece 
student,der,student 
studenten,der,students 
studentin,die,student 
studentinnen,die,female students 
studie,die,study 
studien,die,studies 
studio,das,studio 
studium,das,Education 
stufe,die,step 
stuhl,der,chair 
stühle,der,chairs 
stunde,die,hour 
stunden,die,hour 
sturm,der,Storm 
sturms,der,storm 
südamerika,das,South America 
süden,der,south 
südpol,der,South Pole 
summe,die,total 
summen,die,to hum 
supermarkt,der,supermarket 
supermärkte,der,supermarkets 
suppe,die,Soup 
symbol,das,symbol 
synagogen,die,synagogue 
system,das,system 
systeme,das,systems 
tabelle,die,table 
tabellen,die,tablespoke 
tag,der,tag 
tage,der,day 
tagen,der,days 
tanten,die,tantanche 
tanz,der,dance 
tasche,die,bag 
taschen,die,pockets 
tasse,die,tax 
tassen,die,cups 
tastatur,die,keyboard 
tastaturen,die,keyboards 
taste,die,taste 
tätigkeit,die,activity 
tätigkeiten,die,activities 
taxi,das,taxi 
team,das,team 
teams,das,teams 
technik,die,technology 
techniken,die,techniques 
tee,der,tee 
teil,das,part 
teilnahme,die,participation 
teilnehmer,der,Attendees 
teilnehmern,der,participants 
telefon,das,telephone 
telefone,das,telephone 
telefonnummer,die,phone number 
telefonnummern,die,phone numbers 
teller,der,teller 
tempel,der,temple 
temperatur,die,temperature 
teppich,der,carpet 
teppiche,der,carpet 
termin,der,term 
termine,der,term 
test,der,test 
tests,der,tests 
text,der,text 
texte,der,text 
theater,das,theater 
thema,das,theme 
themen,das,subjects 
theorie,die,theory 
therapie,die,therapy 
tiefe,die,depth 
tier,das,tier 
tiere,das,animals 
tierwelt,die,wildlife 
tiger,der,tiger 
tisch,der,table 
tische,der,tables 
titel,der,title 
töchter,die,daughters 
tochter,die,daughter 
tod,der,death 
toilette,die,toilet 
toiletten,die,toilets 
tomate,die,tomato 
tomaten,die,tomatoes 
ton,der,your 
tor,das,goal 
tour,die,tour 
touren,die,tours 
tourismus,der,tourism 
tradition,die,tradition 
traditionen,die,traditions 
trainer,der,trainer 
training,das,training 
traum,der,dream 
treppe,die,stairway 
treppen,die,stairs 
trinkgeld,das,tip 
trommel,die,drum 
tür,die,kind 
türen,die,doors 
türke,der,Turk 
türkei,die,Turkey 
türken,der,turk 
tüte,die,bag 
tüten,die,toss 
überblick,der,overview 
übersetzung,die,translation 
übersetzungen,die,Translations 
übersicht,die,Overview 
übung,die,exercise 
übungen,die,exercises 
uhr,die,Clock 
uhren,die,watch 
uhrzeit,die,time 
umfang,der,scope 
umfrage,die,survey 
umfragen,die,Survey 
umgang,der,handling 
umgebung,die,Surroundings 
umsetzung,die,implementation 
umwelt,die,environment 
umzug,der,move 
unfall,der,accident 
unfälle,der,accidents 
uni,die,United 
unis,die,United 
universität,die,university 
unterhaltung,die,entertainment 
unterkunft,die,accommodation 
unternehmen,das,Companies 
unterricht,der,classes 
unterschied,der,difference 
unterschiede,der,differences 
unterstützung,die,support 
untersuchung,die,examination 
untersuchungen,die,investigations 
urenkel,der,great-grandchild 
urgroßmutter,die,great-grandmother 
urgroßmütter,die,great-grandmothers 
urlaub,der,vacation 
urteil,das,judgment 
vater,der,father 
väter,der,fathers 
vegetarier,der,vegetarian 
veranstaltung,die,event 
veranstaltungen,die,events 
verantwortung,die,responsibility 
verband,der,bandage 
verbände,der,associations 
verbesserung,die,improvement 
verbindung,die,connection 
verbindungen,die,links 
verbraucher,der,consumer 
verein,der,society 
vereinbarung,die,agreement 
vereine,der,societies 
verfahren,das,procedure 
verfasser,der,author 
vergangenheit,die,past 
vergleich,der,comparison 
verhalten,das,behavior 
verhältnis,das,relationship 
verkauf,der,sale 
verkäufer,der,Seller 
verkehr,der,traffic 
verlag,der,publishing company 
verlage,der,publisher 
verlauf,der,course 
verlust,der,loss 
vermittlung,die,placement 
verpflichtungen,die,obligations 
versicherung,die,insurance 
version,die,version 
versionen,die,versions 
versorgung,die,care 
verspätung,die,delay 
verständnis,das,understanding 
versuch,der,attempt 
vertrag,der,contract 
verträge,der,contracts 
verwaltung,die,administration 
verwandte,die,relative 
verwandten,die,relatives 
verwendung,die,use 
verzeichnis,das,directory 
verzeihung,die,forgiveness 
visa,das,show 
visum,das,visa 
vögel,der,birds 
vogel,der,bird 
volk,das,people 
vorbereitung,die,preparation 
vorbereitungen,die,preparations 
vorname,der,First name 
vornamen,der,first name 
vorschlag,der,suggestion 
vorschläge,der,proposals 
vorschriften,die,regulations 
vorspeise,die,starter 
vorstellung,die,idea 
vorteil,der,advantage 
vorteile,der,advantages 
vortrag,der,lecture 
vorwahl,die,prefix 
wahl,die,choice 
wahlen,die,elections 
wahrheit,die,truth 
wald,der,Forest 
wälder,der,forests 
wale,der,those. 
wand,die,wall 
wände,die,walls 
ware,die,would 
waren,die,were 
wasser,das,water 
wechsel,der,change 
weg,der,path 
wege,der,ways 
weihnachten,das,Christmas 
wein,der,Wine 
weise,die,wise 
weiterbildung,die,further education 
welle,die,wave 
wellen,die,waves 
welt,die,world 
weltraum,der,space 
werbung,die,advertising 
werkstatt,die,Workshop 
werkstätten,die,workshops 
werktag,der,working day 
werktage,der,working days 
werkzeug,das,Tool 
werkzeuge,das,tools 
werte,der,values 
wertung,die,rating 
wespe,die,wasp 
wespen,die,Wasps 
westen,der,west 
wettbewerb,der,competition 
wettbewerbe,der,competitions 
wette,die,bet 
wetter,das,Weather 
wiedergeburt,die,rebirth 
wien,das,Vienna 
wiese,die,Meadow 
wind,der,wind 
winter,der,winter 
wirklichkeit,die,reality 
wirkung,die,effect 
wirtschaft,die,economy 
wissen,das,knowledge 
wissenschaft,die,science 
wissenschaftlerin,die,scientist 
witz,der,joke 
woche,die,week 
wochen,die,weekly 
wochenende,das,weekend 
wochenenden,das,weekends 
wohnung,die,flat 
wohnungen,die,Apartments 
wohnzimmer,das,living room 
wolke,die,cloud 
wolle,die,wool 
wort,das,word 
worten,das,words 
wörter,das,words 
wörterbuch,das,dictionary 
wörterbücher,das,Dictionaries 
wörterbüchern,das,dictionaries 
wortes,das,word 
wunder,das,wonder 
wunsch,der,wish 
würste,die,sausages 
wüste,die,desert 
wüsten,die,desert 
zahl,die,number 
zahlung,die,payment 
zahlungen,die,payments 
zahn,der,tooth 
zahnarzt,der,dentist 
zahnärztin,die,dentist 
zahnbürste,die,toothbrush 
zahnbürsten,die,toothbrushes 
zaun,der,fence 
zäune,der,fences 
zebra,das,zebra 
zebras,das,zebras 
zeh,der,toe 
zehen,der,toe 
zeichen,das,character 
zeit,die,time 
zeiten,die,time 
zeitmaschine,die,time Machine 
zeitpunkt,der,time 
zeitpunkte,der,times 
zeitraum,der,Period 
zeitreise,die,time travel 
zeitschrift,die,magazine 
zeitschriften,die,magazines 
zeitung,die,newspaper 
zeitungen,die,newspapers 
zentrale,die,headquarters 
zentren,das,centers 
zentrum,das,center 
zeug,das,stuff 
ziel,das,aim 
ziele,das,aims 
zimmer,das,room 
zinsen,der,interest 
zitrone,die,lemon 
zoll,der,inch 
zoos,der,zoos 
zubehör,das,equipment 
zucker,der,sugar 
zug,der,train 
zugang,der,Access 
züge,der,Trains 
zukunft,die,future 
zusammenarbeit,die,collaboration 
zusammenfassung,die,Summary 
zusammenhang,der,context 
zuschauer,der,spectator 
zustand,der,Status 
zustimmung,die,approval 
zweck,der,purpose 
zwiebeln,die,onions 
zwilling,der,twin 
zwillinge,der,Twins 
